"directorio","secuencia_p","orden","sex","age","relab","y_total_m","ocu","totalHoursWorked","p6210","sizeFirm","informal","fex_c"
4655310,1,1,1,46,4,1500000,1,40,5,1,1,190.500193042939
4655310,1,2,0,43,4,1e+06,1,25,5,1,1,190.500193042939
4655310,1,3,0,24,1,1866666.625,1,50,6,5,0,190.500193042939
4655310,1,4,1,22,4,1e+05,1,5,6,1,1,190.500193042939
4655311,1,1,1,40,1,9e+05,1,48,3,4,1,312.567803246486
4655312,1,1,1,30,1,984786.3125,1,48,5,5,0,313.230619220106
4655312,1,2,0,29,4,240000,1,18,5,1,1,313.230619220106
4655313,1,1,0,38,1,898453,1,54,5,3,0,213.83644413865
4655313,1,2,1,19,1,1200000,1,50,4,4,1,213.83644413865
4655313,1,4,1,29,4,4e+05,1,10,5,1,1,213.83644413865
4655314,1,1,1,25,1,3333333.25,1,48,6,5,0,204.036589794327
4655314,1,2,1,31,4,9e+05,1,72,5,1,0,204.036589794327
4655314,1,3,1,31,1,1625000,1,48,6,5,0,204.036589794327
4655315,1,1,0,39,1,1054877.625,1,48,5,5,0,207.692226355958
4655315,1,2,1,38,4,9e+05,1,66,4,2,1,207.692226355958
4655315,1,4,0,19,1,894453,1,48,6,5,0,207.692226355958
4655316,1,1,0,38,1,847908.6875,1,45,5,2,1,225.672866438739
4655317,1,1,0,49,4,580000,1,36,3,3,1,225.092891390282
4655317,1,2,0,23,1,80000,1,20,5,2,1,225.092891390282
4655318,1,1,1,40,1,781242,1,48,3,4,1,213.850400532603
4655318,1,3,0,22,4,781000,1,40,5,4,1,213.850400532603
4655319,1,1,1,44,4,1500000,1,40,3,1,1,288.637620708365
4655319,1,2,0,31,1,992929.4375,1,48,5,5,0,288.637620708365
4655320,1,1,1,43,1,6e+05,1,40,4,2,1,213.83644413865
4655320,1,2,0,36,4,3e+05,1,60,5,1,1,213.83644413865
4655321,1,1,1,35,1,8e+05,1,60,3,5,0,263.533531679378
4655321,1,2,0,33,1,983619.6875,1,48,5,3,0,263.533531679378
4655322,1,1,1,44,4,1900000,1,40,5,5,0,214.43037558106
4655323,1,1,1,32,1,9e+05,1,66,3,2,1,281.647597009733
4655323,1,2,0,30,4,6e+05,1,40,5,4,1,281.647597009733
4655325,1,1,1,24,1,1659166.625,1,48,5,5,0,276.120804474038
4655326,1,1,1,21,4,8e+05,1,72,4,1,0,234.27025568267
4655327,1,1,0,49,1,944453,1,57,4,5,0,226.846772929605
4655329,1,3,0,19,1,833333.3125,1,48,6,5,0,256.210432622578
4655330,1,1,1,32,4,8e+05,1,60,5,1,1,238.940533167637
4655330,1,2,0,28,1,3383333.25,1,50,6,5,0,238.940533167637
4655331,1,1,1,48,4,5e+05,1,50,4,2,1,287.546555142662
4655331,1,2,0,49,4,360000,1,42,3,1,1,287.546555142662
4655331,1,5,1,21,1,1188211,1,48,5,3,0,287.546555142662
4655332,1,1,1,35,2,1800000,1,40,6,5,0,240.114439658504
4655332,1,2,0,28,2,2397666.5,1,46,6,5,0,240.114439658504
4655333,1,1,0,27,1,2118211,1,48,5,5,0,256.122068969071
4655333,1,2,1,30,1,8e+05,1,48,5,2,1,256.122068969071
4655334,1,1,1,55,4,250000,1,18,3,1,1,226.076613383584
4655335,1,1,0,58,4,5e+05,1,70,3,1,1,253.216170535012
4655336,1,1,1,43,1,869453,1,48,5,5,0,215.010350629517
4655336,1,2,0,48,3,160000,1,14,3,1,1,215.010350629517
4655336,1,3,1,21,1,1175711,1,56,6,4,0,215.010350629517
4655337,1,1,1,58,5,3e+06,1,98,3,2,1,240.829431629317
4655338,1,1,0,51,4,2200000,1,54,5,5,0,204.603912271055
4655338,1,3,1,59,4,1800000,1,42,4,1,1,204.603912271055
4655338,2,1,1,63,4,320000,1,49,4,1,1,204.603912271055
4655339,1,1,1,32,2,1700000,1,30,6,5,0,247.358949133114
4655340,1,2,1,24,4,1200000,1,30,6,1,1,225.672866438739
4655341,1,2,0,57,4,4e+05,1,30,3,1,1,182.41190922336
4655343,1,2,0,48,4,8e+05,1,45,3,1,1,304.075772482061
4655346,1,1,1,57,4,80000,1,48,4,1,1,226.076613383584
4655349,1,1,1,38,4,8e+05,1,60,4,1,1,312.05671272924
4655351,1,1,1,42,1,1348211,1,48,5,5,0,142.653784360651
4655351,1,3,0,21,1,929877.6875,1,48,6,5,0,142.653784360651
4655352,1,1,1,46,4,3e+05,1,40,5,1,1,216.184257120383
4655352,1,2,0,41,4,120000,1,18,5,2,1,216.184257120383
4655353,1,1,0,31,1,1229877.625,1,60,5,5,0,275.369953979467
4658698,1,1,0,58,1,12900000,1,48,6,5,0,231.891138916568
4658698,1,2,1,32,4,8e+05,1,48,6,1,0,231.891138916568
4658698,1,3,1,29,1,1.2e+07,1,50,6,5,0,231.891138916568
4659016,1,3,0,29,1,2166666.75,1,48,6,5,0,223.158574591886
4659016,1,4,1,25,1,2166666.75,1,50,5,5,0,223.158574591886
4659017,1,2,0,59,2,4148333.5,1,30,6,5,0,209.976563178519
4659017,1,5,1,24,1,1288700,1,70,6,3,0,209.976563178519
4660826,1,3,1,25,1,2138211,1,48,6,5,0,234.442154052085
4660827,1,2,0,58,4,1e+05,1,30,3,1,1,234.764883967015
4660827,1,3,0,32,1,1252544.375,1,32,6,4,0,234.764883967015
4660827,1,4,0,28,1,1329877.625,1,40,5,5,0,234.764883967015
4660828,1,1,0,34,1,7e+05,1,63,3,3,1,252.576541557243
4660829,1,1,1,22,1,781242,1,50,6,5,0,221.624954235822
4660829,1,2,0,20,1,2e+05,1,9,6,3,1,221.624954235822
4660830,1,1,1,54,4,760000,1,54,5,2,1,184.151318333666
4660830,1,2,0,55,4,760000,1,12,4,2,1,184.151318333666
4660830,1,3,0,24,1,2616666.75,1,50,6,5,0,184.151318333666
4660831,1,1,1,52,4,1e+06,1,48,4,1,1,232.034634450847
4660831,1,3,1,34,4,6e+05,1,40,6,1,1,232.034634450847
4660832,1,2,1,44,1,1e+06,1,48,3,3,1,250.591020261762
4660832,1,4,0,23,1,1185877.625,1,48,6,5,0,250.591020261762
4660834,1,2,0,68,4,50000,1,2,4,1,1,216.504641308547
4660835,1,1,1,49,1,2500000,1,48,5,4,0,247.624165465453
4660835,1,2,0,53,1,1799833.375,1,48,5,5,0,247.624165465453
4660835,1,4,1,46,1,898619.6875,1,48,5,5,0,247.624165465453
4660836,1,1,1,41,1,2113044.5,1,56,6,4,0,254.152243595481
4660837,1,2,1,24,1,320000,1,28,6,3,1,193.086916064933
4660837,1,3,0,21,4,781242,1,45,6,5,1,193.086916064933
4660838,1,1,1,47,4,1e+06,1,48,3,1,1,339.78957917898
4660838,1,2,0,43,4,8e+05,1,58,4,5,1,339.78957917898
4660839,1,1,1,41,1,1133333.375,1,72,6,4,0,241.460898932528
4660839,1,2,0,27,1,480000,1,40,5,2,1,241.460898932528
4660840,1,1,1,67,4,1e+05,1,25,3,1,0,201.376089258815
4660840,1,2,0,46,4,120000,1,30,4,1,1,201.376089258815
4660841,1,1,0,66,2,3866666.75,1,48,6,5,0,217.345589443899
4660842,1,2,1,74,4,4e+05,1,35,3,1,1,150.946105649837
4660842,1,4,1,68,4,1800000,1,48,3,1,1,150.946105649837
4660842,1,5,1,64,4,5e+05,1,40,5,1,1,150.946105649837
4660842,1,6,1,34,1,4533333.5,1,48,6,5,0,150.946105649837
4660842,1,7,1,32,4,6e+05,1,26,5,1,1,150.946105649837
4660844,1,1,1,64,4,5e+05,1,30,3,1,0,234.531379709931
4660844,1,3,0,26,1,1194291.625,1,48,5,5,0,234.531379709931
4660845,1,1,1,23,1,869453,1,48,5,5,0,243.446420228009
4660846,1,1,1,34,1,1260000,1,55,5,3,0,263.282364924715
4660846,1,2,0,32,1,1367000,1,55,5,3,0,263.282364924715
4660847,1,1,1,40,1,1273211,1,48,5,5,0,359.392019618602
4660847,1,2,0,39,1,941211,1,48,5,5,0,359.392019618602
4660847,1,5,1,45,1,1279877.625,1,48,5,5,0,359.392019618602
4660848,1,2,1,29,1,946544.3125,1,48,6,3,0,234.510822496742
4660849,1,1,1,31,2,2118666.75,1,50,6,5,0,272.178981996865
4660849,1,2,0,34,4,2300000,1,40,6,1,1,272.178981996865
4660850,1,3,0,45,4,8e+05,1,48,6,4,1,201.570612856782
4660850,1,5,1,29,1,2275000,1,48,6,5,0,201.570612856782
4660850,1,6,0,27,1,1666666.625,1,48,6,5,0,201.570612856782
4660851,1,1,1,45,4,3e+06,1,50,5,1,1,263.282364924715
4660851,1,2,0,32,1,3358333.25,1,60,6,5,0,263.282364924715
4660852,1,1,1,59,1,2275000,1,40,6,4,0,216.504641308547
4660853,1,1,1,44,4,980000,1,70,3,3,1,263.282364924715
4660853,1,2,0,27,3,60000,1,18,5,1,1,263.282364924715
4660854,1,1,0,32,1,1366544.375,1,48,6,4,0,352.971590592347
4660854,1,2,1,32,4,3e+05,1,72,6,1,1,352.971590592347
4660855,1,4,0,28,1,450833.34375,1,45,5,5,0,315.725429397981
4660855,1,5,1,37,1,1030000,1,53,3,3,0,315.725429397981
4660856,1,1,1,61,1,1300000,1,48,4,5,0,242.799995690625
4660856,1,3,1,30,1,1547666.625,1,50,6,5,0,242.799995690625
4660857,1,1,1,23,1,1260000,1,66,5,4,0,230.755075565056
4660857,1,2,0,19,1,1063742,1,48,4,5,0,230.755075565056
4660857,1,4,0,52,3,80000,1,48,1,1,1,230.755075565056
4660858,1,1,1,63,4,5e+05,1,48,3,1,1,304.247326339814
4660859,1,1,1,48,5,3500000,1,110,5,2,1,263.282364924715
4660859,1,2,0,48,5,1e+06,1,100,5,2,1,263.282364924715
4660860,1,1,1,29,1,1094212,1,48,5,3,0,339.750598519863
4660860,1,5,1,30,1,1300000,1,48,6,4,0,339.750598519863
4660861,1,1,1,35,4,1300000,1,60,5,1,1,313.123386198776
4660861,1,2,0,24,4,640000,1,32,4,1,1,313.123386198776
4660863,1,1,1,61,4,1800000,1,36,6,1,1,212.081912626287
4660863,1,3,1,25,1,4e+05,1,32,6,5,1,212.081912626287
4660864,1,2,1,56,4,1e+05,1,40,4,1,1,216.504641308547
4660865,1,3,1,30,1,1088211,1,42,6,5,0,229.617984277257
4660868,1,1,0,31,1,958333.3125,1,54,5,2,1,355.447778638242
4660869,1,2,0,30,1,1483333.375,1,73,5,3,1,352.971590592347
4660870,1,1,1,58,5,750000,1,45,5,2,1,183.310370198315
4660870,1,2,0,56,5,6e+05,1,60,5,2,1,183.310370198315
4660870,1,3,1,35,1,6789333,1,56,6,5,0,183.310370198315
4660870,1,4,0,21,1,4e+05,1,24,6,2,1,183.310370198315
4660871,1,1,1,27,1,2009166.625,1,70,6,4,0,352.971590592347
4660874,1,3,1,49,1,1400000,1,70,3,2,1,214.028453262652
4660875,1,1,1,34,4,980000,1,42,5,1,0,263.282364924715
4660875,1,2,0,30,1,2565000,1,48,6,5,0,263.282364924715
4660876,1,1,1,53,4,1e+05,1,15,6,1,1,272.178981996865
4660876,1,2,0,41,1,380000,1,24,6,4,0,272.178981996865
4660877,1,4,1,44,1,1059044.375,1,48,5,2,0,235.999432644396
4660877,2,1,1,37,4,1e+06,1,58,6,1,1,235.999432644396
4660877,2,2,0,33,1,950000,1,48,6,2,1,235.999432644396
4660878,1,1,0,38,4,2e+06,1,91,5,2,1,258.996970583498
4660878,1,2,1,40,4,2e+06,1,64,5,4,0,258.996970583498
4660879,1,1,1,28,1,1318211,1,48,6,5,0,352.971590592347
4660879,1,2,0,25,4,6e+05,1,56,6,1,1,352.971590592347
4660880,1,1,1,55,1,833333.3125,1,60,5,3,0,181.36382956195
4660880,1,2,0,53,1,8e+05,1,48,5,2,1,181.36382956195
4660880,1,3,1,27,1,1562500,1,48,6,5,0,181.36382956195
4660880,1,4,0,23,1,937500,1,48,6,5,0,181.36382956195
4660881,1,1,1,52,5,5e+06,1,48,3,2,0,228.512391776244
4660881,1,2,0,48,3,933275.3125,1,48,3,2,0,228.512391776244
4660881,1,3,0,29,1,1037175.3125,1,48,6,5,0,228.512391776244
4660881,1,4,0,22,1,1119877.625,1,45,6,5,0,228.512391776244
4660882,1,1,0,31,1,931953,1,48,5,4,0,326.607567765612
4660882,1,5,1,25,4,3e+05,1,40,3,1,1,326.607567765612
4660883,1,3,0,33,1,1656000,1,48,6,5,0,194.916679573444
4660884,1,1,1,50,1,1063211,1,48,4,5,0,254.152243595481
4660885,1,1,1,51,1,1454877.625,1,48,5,5,0,236.918342097981
4660885,1,3,1,24,1,1588211,1,48,6,5,0,236.918342097981
4660885,1,4,1,19,1,781242,1,48,6,5,1,236.918342097981
4660886,1,1,1,23,1,390000,1,24,5,5,0,212.728337163672
4660887,1,1,1,24,1,1191544.375,1,48,6,5,0,182.010254099335
4660887,1,2,0,21,1,1240711,1,30,5,5,0,182.010254099335
4660888,1,1,1,48,1,1288700,1,48,5,4,0,331.15012460016
4660888,1,2,0,40,1,924591.6875,1,48,5,3,0,331.15012460016
4660888,1,3,0,19,1,880000,1,60,5,2,1,331.15012460016
4660889,1,1,0,62,3,487500,1,48,3,1,1,234.510822496742
4660889,1,2,1,27,1,1100000,1,56,5,4,0,234.510822496742
4660890,1,2,0,35,1,931953,1,48,5,3,0,242.799995690625
4660890,1,3,1,40,4,1100000,1,50,5,3,0,242.799995690625
4660891,1,1,1,58,1,5875000,1,48,6,3,0,214.028453262652
4660893,1,1,0,58,2,2416666.75,1,48,6,5,0,173.445494966194
4660893,1,2,0,63,2,2954166.75,1,48,6,5,0,173.445494966194
4660894,1,3,0,28,1,869453,1,48,5,5,0,253.728915352981
4660895,1,1,1,59,1,6e+05,1,40,3,2,1,221.424380192991
4660895,1,2,0,31,1,994744.6875,1,48,6,5,0,221.424380192991
4660895,1,5,1,66,1,6e+05,1,40,3,2,1,221.424380192991
4660896,1,1,1,60,1,1068333.375,1,48,3,5,0,225.634762637781
4660896,1,3,0,30,1,1195833.375,1,48,6,3,0,225.634762637781
4660897,1,1,1,62,1,4668333.5,1,50,6,5,0,214.558100672183
4660897,1,2,0,53,1,1.5e+07,1,60,6,5,0,214.558100672183
4660899,1,1,0,38,1,5455000,1,48,6,5,0,281.075599069015
4660899,1,2,1,38,4,8100000,1,40,6,5,0,281.075599069015
4660900,1,1,0,47,1,1062500,1,52,4,4,0,232.564281860378
4660900,1,2,1,52,4,3e+05,1,15,5,1,1,232.564281860378
4660901,1,1,1,51,4,3e+05,1,18,5,1,1,239.32611321492
4660902,1,1,1,53,4,6e+05,1,60,4,2,1,234.402983343277
4660902,1,2,0,55,4,3e+05,1,48,3,1,1,234.402983343277
4660904,1,1,0,51,4,3e+06,1,40,6,5,0,244.170591235507
4660905,1,1,1,59,1,1391666.625,1,84,6,5,0,172.604546830843
4660905,1,3,0,24,1,7e+05,1,48,6,3,1,172.604546830843
4660905,1,4,1,23,1,9e+05,1,48,6,3,0,172.604546830843
4660907,1,1,1,58,4,5e+06,1,40,6,5,0,201.376089258815
4660907,1,2,0,39,4,2e+06,1,40,6,5,0,201.376089258815
4660908,1,1,0,36,1,1075000,1,45,6,5,0,280.8296010962
4660908,1,2,1,24,1,3825000,1,45,6,5,0,280.8296010962
4660911,1,1,0,53,1,10791667,1,48,6,4,0,265.75855297061
4660912,1,1,1,29,1,1105000,1,44,5,2,0,272.178981996865
4660912,1,2,0,28,1,977908.6875,1,40,6,4,0,272.178981996865
4660913,1,2,1,53,4,8e+05,1,30,6,1,1,234.510822496742
4660914,1,1,1,45,4,9e+05,1,60,4,1,1,229.365980855756
4660915,1,1,0,55,2,3634166.75,1,40,6,5,0,206.2689274783
4660916,1,1,0,37,4,781242,1,60,3,1,1,271.117801607028
4660918,1,1,0,38,1,1960673,1,48,6,5,0,204.322386841936
4660921,1,1,0,41,1,720000,1,36,4,2,1,191.140375428568
4660921,1,2,1,21,1,884453,1,38,5,4,0,191.140375428568
4660921,1,3,0,20,1,931953,1,40,5,4,0,191.140375428568
4660923,1,1,1,62,4,6e+05,1,20,4,1,1,203.32262989518
4660923,1,2,0,58,4,5e+05,1,40,6,1,0,203.32262989518
4660923,1,3,1,24,1,2500000,1,48,6,5,0,203.32262989518
4660925,1,1,0,56,1,8e+05,1,49,4,2,0,216.504641308547
4660925,1,2,1,61,4,150000,1,77,4,1,1,216.504641308547
4660926,1,1,0,28,1,938286.3125,1,48,5,4,0,361.868207664497
4660927,1,1,1,31,1,927011.3125,1,48,6,5,0,352.971590592347
4660928,1,1,1,71,4,1200000,1,91,3,1,1,220.682386545991
4660928,1,4,0,44,1,3450000,1,48,6,5,0,220.682386545991
4660928,1,5,1,26,1,1834877.625,1,48,5,5,0,220.682386545991
4660929,1,1,0,36,1,1380687.375,1,60,3,3,0,212.081912626287
4660929,1,2,1,41,4,1800000,1,60,3,1,1,212.081912626287
4660929,1,3,0,18,1,781242,1,48,6,5,1,212.081912626287
4660930,1,1,0,56,4,9e+05,1,48,5,1,1,234.510822496742
4660930,1,2,1,32,1,1416666.625,1,70,4,2,0,234.510822496742
4660934,1,1,1,68,4,2200000,1,20,4,2,1,216.504641308547
4660935,1,1,1,23,1,1175000,1,62,5,4,0,243.446420228009
4660936,1,1,0,74,4,120000,1,42,3,1,1,252.537560898126
4660936,1,2,0,29,1,983000,1,50,6,4,0,252.537560898126
4660936,1,3,1,45,1,1680000,1,50,5,4,0,252.537560898126
4660937,1,1,1,52,1,833333.3125,1,48,5,2,1,199.740849348272
4660937,1,2,0,44,1,833333.3125,1,48,5,2,1,199.740849348272
4660937,1,3,1,22,1,833333.3125,1,48,6,2,1,199.740849348272
4660937,1,4,0,20,1,833333.3125,1,48,6,2,1,199.740849348272
4660938,1,3,1,25,1,1300000,1,48,5,4,0,214.028453262652
4660939,1,1,1,62,1,932744.6875,1,48,5,5,0,216.504641308547
4660940,1,1,1,75,4,2e+05,1,42,3,1,1,228.236805836986
4660940,1,5,0,49,1,988611,1,48,5,2,0,228.236805836986
4660940,1,6,0,48,1,932111,1,48,5,2,0,228.236805836986
4660940,1,7,1,47,1,839733.3125,1,48,5,2,0,228.236805836986
4660943,1,2,1,56,1,225000,1,24,6,2,1,195.181323939105
4660945,1,1,1,24,1,782500,1,84,5,3,0,243.446420228009
4660946,1,2,0,34,4,1e+06,1,50,6,1,1,281.075599069015
4660947,1,1,0,42,5,7e+05,1,48,5,2,0,355.447778638242
4660948,1,1,1,43,1,1096666.625,1,48,5,5,0,180.024732803853
4660948,1,2,0,42,3,60000,1,16,5,1,1,180.024732803853
4660948,1,5,0,20,1,902786.3125,1,48,6,4,0,180.024732803853
4660950,1,4,1,62,4,7e+05,1,40,4,2,0,219.841438410639
4660950,1,5,1,28,1,869453,1,48,6,5,1,219.841438410639
4660951,1,2,0,41,1,869453,1,48,5,5,0,263.282364924715
4660952,1,1,1,23,1,1183333.375,1,48,5,4,0,212.728337163672
4660952,1,2,0,20,1,780000,1,60,5,2,1,212.728337163672
4660953,1,3,0,30,1,869453,1,48,6,4,0,278.832915280204
4660954,1,1,0,51,3,931953,1,48,3,1,0,265.75855297061
4660955,1,1,1,53,1,1400000,1,53,4,4,0,256.520782537603
4660955,1,3,1,26,1,2291666.75,1,40,6,5,0,256.520782537603
4660956,1,1,1,52,4,2550000,1,56,5,5,0,236.918342097981
4660956,1,2,1,22,1,1291666.625,1,48,6,5,0,236.918342097981
4660958,1,1,1,60,1,5e+05,1,21,4,2,1,236.146062407286
4660959,1,1,0,54,1,1059044.375,1,48,6,5,0,252.576541557243
4660959,1,2,1,23,4,4e+05,1,60,6,1,1,252.576541557243
4660960,1,1,0,60,4,7e+05,1,72,3,1,1,223.80499912927
4660961,1,1,1,35,1,945286.3125,1,48,6,4,0,370.764824736647
4660963,1,1,1,23,1,1148266.625,1,48,6,5,0,221.624954235822
4660963,1,2,0,22,1,1166666.625,1,56,5,3,0,221.624954235822
4660964,1,1,1,55,4,6e+05,1,48,6,2,1,200.846441849285
4660965,1,1,0,58,4,1400000,1,60,4,1,1,236.987010542638
4660966,1,1,1,39,1,2120000,1,48,3,5,0,234.510822496742
4660966,1,2,0,55,3,928033.3125,1,48,5,2,0,234.510822496742
4660968,1,2,0,78,4,4e+05,1,10,1,2,1,170.148915998136
4660968,1,3,0,53,4,4e+05,1,10,5,2,0,170.148915998136
4660968,1,6,0,21,2,2e+06,1,40,6,5,0,170.148915998136
4660969,1,1,0,36,1,750000,1,56,3,2,1,274.65517004276
4660970,1,1,0,59,3,843742,1,48,3,1,0,223.80499912927
4660970,1,2,1,20,1,1408333.375,1,48,5,5,0,223.80499912927
4660971,1,1,0,31,4,2e+06,1,48,6,4,0,352.971590592347
4660971,1,2,1,36,4,2500000,1,48,6,1,0,352.971590592347
4660972,1,2,1,38,1,6e+05,1,63,4,2,1,218.258254500069
4660972,1,3,0,35,4,9e+05,1,48,5,3,1,218.258254500069
4660972,1,6,0,33,1,864333.3125,1,48,5,2,0,218.258254500069
4660972,1,9,0,28,4,1100000,1,48,6,3,1,218.258254500069
4660973,1,1,0,37,1,833916.6875,1,72,4,5,1,241.460898932528
4660973,2,1,1,32,1,1500000,1,69,6,5,0,241.460898932528
4660974,1,1,1,40,1,2367683.25,1,60,6,5,0,361.868207664497
4660974,1,2,0,31,1,4333333.5,1,48,6,5,0,361.868207664497
4660975,1,1,0,32,1,1028333.3125,1,45,6,5,0,427.002616800716
4660975,1,2,1,38,1,1028333.3125,1,48,6,5,0,427.002616800716
4660975,1,6,1,53,1,932744.6875,1,48,5,2,0,427.002616800716
4660976,1,1,1,43,4,5e+05,1,60,5,1,1,281.075599069015
4660976,1,2,0,33,1,1071044.375,1,45,6,5,0,281.075599069015
4660977,1,1,1,24,1,936119.6875,1,48,5,5,0,302.417562831304
4660977,1,2,0,22,1,616666.6875,1,50,4,3,1,302.417562831304
4660978,1,1,1,49,4,1e+06,1,60,3,1,1,258.996970583498
4660979,1,1,0,26,1,869066.6875,1,48,6,5,0,355.447778638242
4660980,1,1,0,31,1,1021786.3125,1,48,4,4,0,513.256863282753
4660981,1,1,1,25,1,1313333.375,1,60,5,3,0,352.971590592347
4660983,1,1,1,39,4,1500000,1,48,5,1,1,322.25350752801
4660984,1,1,0,46,4,4e+05,1,24,3,1,1,201.846198796041
4660984,1,2,1,46,4,5e+05,1,25,3,1,1,201.846198796041
4660984,1,3,0,23,1,4e+05,1,48,5,2,1,201.846198796041
4660985,1,2,1,32,1,1163211,1,48,5,5,0,263.282364924715
4660986,1,1,1,50,1,1083333.375,1,48,4,4,0,234.510822496742
4660987,1,1,1,43,1,1225000,1,48,6,2,0,331.15012460016
4660988,1,1,0,45,2,2e+06,1,30,6,5,0,234.442154052085
4660988,1,2,1,47,1,1365877.625,1,48,6,5,0,234.442154052085
4660989,1,2,0,54,4,1e+06,1,30,6,1,0,214.558100672183
4660990,1,1,1,36,1,1293700,1,48,6,5,0,254.152243595481
4660991,1,1,0,66,3,340000,1,16,3,2,1,232.034634450847
4660993,1,1,1,54,1,893333.3125,1,60,5,3,0,322.25350752801
4660993,1,2,0,39,4,8e+05,1,6,5,1,1,322.25350752801
4660994,1,1,0,20,1,1158333.375,1,48,6,4,0,225.910348577039
4660995,1,3,0,40,1,2500000,1,48,6,5,0,225.634762637781
4660996,1,1,1,25,1,1718211,1,48,6,5,0,322.020003270926
4660997,1,3,1,19,1,869453,1,48,5,4,0,250.100353511348
4660998,1,1,1,24,1,8e+05,1,84,5,2,1,151.292171034998
4660998,1,3,0,20,1,888211,1,48,5,4,0,151.292171034998
4660999,1,3,1,26,1,4333333.5,1,48,6,5,0,214.028453262652
4661000,1,1,0,42,1,844575.3125,1,48,4,5,0,252.576541557243
4661003,1,1,1,80,4,3e+05,1,28,4,1,0,189.769779883686
4661003,1,2,1,46,4,860000,1,16,6,1,0,189.769779883686
4661005,1,2,0,28,1,969453,1,48,6,5,0,272.178981996865
4661005,1,1,1,29,1,1062744.625,1,48,5,5,0,272.178981996865
4661006,1,1,1,31,4,1500000,1,48,5,2,1,281.309103326099
4661007,1,2,1,24,4,6e+05,1,12,6,1,1,166.722893238199
4661007,1,3,1,24,1,869453,1,48,6,4,1,166.722893238199
4661008,1,1,1,49,1,1695000,1,48,4,5,0,318.201617443876
4661008,1,3,0,26,1,1227333.375,1,48,6,5,0,318.201617443876
4661008,1,5,0,22,1,814575.3125,1,48,6,5,0,318.201617443876
4661009,1,2,1,30,2,1986666.625,1,84,6,5,0,238.984710886633
4661009,2,1,0,53,1,1031953,1,48,5,5,0,238.984710886633
4661010,1,1,0,36,1,885366.6875,1,48,6,2,0,352.971590592347
4661010,1,3,1,45,4,2500000,1,48,6,5,0,352.971590592347
4661011,1,1,1,31,1,1138211,1,48,5,5,0,263.282364924715
4661012,1,1,1,40,4,2e+06,1,40,3,1,1,281.075599069015
4661013,1,2,0,32,1,1121666.625,1,76,5,2,0,245.814959170131
4661013,1,1,1,34,1,1114333.375,1,36,5,2,0,245.814959170131
4661014,1,2,0,46,1,1009166.6875,1,48,6,4,0,272.178981996865
4661015,1,1,1,45,1,450000,1,40,5,2,1,254.152243595481
4661016,1,1,1,31,2,4800000,1,40,6,5,0,212.081912626287
4661016,1,4,0,24,1,1688211,1,40,6,5,0,212.081912626287
4661017,1,1,1,61,1,1059044.375,1,66,4,3,0,234.531379709931
4661017,1,3,0,31,1,941544.3125,1,52,5,5,0,234.531379709931
4661018,1,1,0,67,4,1200000,1,84,5,1,1,236.987010542638
4661019,1,2,0,39,3,350000,1,12,3,1,1,322.25350752801
4661019,1,3,0,19,1,6e+05,1,40,5,5,1,322.25350752801
4661019,1,1,1,33,1,1986000,1,48,6,5,0,322.25350752801
4661020,1,1,1,30,1,1491666.75,1,50,6,3,0,281.075599069015
4661021,1,2,0,28,1,2140000,1,40,6,5,0,272.178981996865
4661021,1,1,1,27,1,1388211,1,24,6,5,0,272.178981996865
4661022,1,1,0,57,1,1134600,1,60,6,5,0,236.987010542638
4661023,1,2,1,21,4,7e+05,1,70,5,2,1,212.728337163672
4661024,1,2,0,20,1,1288333.375,1,57,6,5,0,212.728337163672
4661024,1,1,1,22,1,9e+05,1,60,6,2,0,212.728337163672
4661025,1,1,0,47,4,9e+05,1,84,5,1,1,201.846198796041
4661025,1,4,0,23,1,1700000,1,45,6,5,0,201.846198796041
4661025,1,3,1,27,1,3280000,1,40,6,5,0,201.846198796041
4661026,1,1,1,28,1,1182377.625,1,48,6,5,0,190.610728019038
4661027,1,3,1,32,1,4500000,1,48,6,5,0,223.158574591886
4661027,1,1,1,60,1,2400000,1,48,3,4,0,223.158574591886
4661028,1,2,1,54,4,8e+05,1,50,5,1,1,206.200259033643
4661028,1,1,0,54,1,968211,1,48,5,5,0,206.200259033643
4661028,1,4,0,21,1,869453,1,48,6,5,0,206.200259033643
4661029,1,1,0,45,1,4083333.25,1,48,6,4,0,265.75855297061
4661032,1,1,0,50,3,680000,1,18,4,1,1,268.127091912732
4661032,1,2,1,19,2,425000,1,50,5,5,0,268.127091912732
4661034,1,3,0,33,1,1066211,1,48,5,5,0,309.032515455526
4661034,1,1,0,58,4,80000,1,5,3,1,1,309.032515455526
4661034,1,2,1,27,1,888211,1,68,5,5,0,309.032515455526
4661034,1,4,1,36,1,1349687.375,1,60,5,2,1,309.032515455526
4661035,1,1,1,56,4,8e+05,1,50,3,1,1,234.063382551472
4661035,1,2,0,49,4,781242,1,40,3,1,0,234.063382551472
4661036,1,2,0,41,1,901453,1,48,5,5,0,239.32611321492
4661036,1,1,1,45,1,1388211,1,48,3,2,0,239.32611321492
4661037,1,1,1,26,1,7e+05,1,48,4,4,1,254.152243595481
4661040,1,2,0,24,1,1100000,1,40,5,5,0,221.858458492906
4661040,1,1,1,21,1,1254877.625,1,48,5,5,0,221.858458492906
4661040,1,3,0,25,1,869452,1,48,5,5,0,221.858458492906
