"directorio","secuencia_p","orden","sex","age","relab","y_total_m","ocu","totalHoursWorked","p6210","sizeFirm","informal","fex_c"
4647751,1,2,1,46,2,9483334,1,60,6,5,0,260.662399819241
4647753,1,1,1,40,4,480000,1,84,3,1,1,225.361621412771
4647755,1,1,0,47,4,1100000,1,56,5,4,1,201.162708852161
4647755,1,2,1,23,4,1e+06,1,84,5,1,1,201.162708852161
4647755,1,3,0,19,1,4e+05,1,15,5,4,1,201.162708852161
4647758,1,1,1,61,2,9250000,1,48,6,5,0,183.211727212231
4647758,1,2,0,49,4,2400000,1,48,6,5,0,183.211727212231
4647758,1,3,0,28,4,2200000,1,48,6,5,0,183.211727212231
4647759,1,3,1,38,2,2010000,1,72,5,5,0,286.216192927685
4647759,1,6,0,23,1,930000,1,48,5,5,0,286.216192927685
4647760,1,1,1,52,1,1333544.375,1,45,3,5,0,167.163941947228
4647761,1,1,1,69,4,8e+05,1,72,3,1,1,191.215185013753
4647761,1,2,0,47,2,1609044.375,1,48,6,5,0,191.215185013753
4647761,1,3,1,24,1,550000,1,20,6,2,1,191.215185013753
4647761,1,4,0,21,1,954877.6875,1,40,5,5,0,191.215185013753
4647763,1,1,1,51,5,4e+06,1,60,6,4,0,191.094124485349
4647763,1,2,0,46,5,4e+06,1,48,6,4,0,191.094124485349
4647765,1,1,0,37,1,1221544.375,1,48,5,5,0,226.266797881148
4647766,1,1,1,50,1,1500000,1,40,6,3,1,216.184257120383
4647768,1,1,1,31,4,8e+05,1,40,3,1,1,313.230619220106
4647770,1,1,1,38,1,1238211,1,48,5,5,0,195.574217472752
4647770,1,2,1,26,1,1609877.625,1,40,6,5,0,195.574217472752
4647770,1,3,0,25,1,1700000,1,49,6,5,0,195.574217472752
4647774,1,1,1,62,4,3e+06,1,48,6,2,0,234.091282404215
4647774,1,2,0,63,1,4800000,1,48,6,5,0,234.091282404215
4647774,1,3,0,28,1,2275000,1,54,6,2,0,234.091282404215
4647775,1,1,1,50,2,4275000,1,48,6,5,0,216.184257120383
4647775,1,2,0,35,1,2e+06,1,70,6,2,1,216.184257120383
4647776,1,1,0,69,4,750000,1,60,4,2,1,231.028477451669
4647776,1,2,1,43,3,1419877.625,1,48,6,1,0,231.028477451669
4647776,1,3,0,40,1,1100000,1,72,5,3,1,231.028477451669
4647776,1,4,1,21,1,1845000,1,48,6,5,0,231.028477451669
4647776,1,5,1,20,1,1600000,1,66,6,4,0,231.028477451669
4647777,1,1,0,39,4,9e+05,1,42,5,1,1,202.336615343028
4647778,1,1,1,46,1,1322544.375,1,60,4,4,0,224.187714921904
4647778,1,2,1,19,1,720000,1,48,5,2,1,224.187714921904
4647781,1,1,1,61,1,8500000,1,72,3,5,0,198.918609008416
4647781,1,3,0,36,4,3824000,1,37,6,5,0,198.918609008416
4647782,1,2,0,22,3,866666.6875,1,60,5,1,1,225.496638335127
4647783,1,1,1,57,5,3e+06,1,48,6,2,0,181.726575695397
4647783,1,2,0,54,1,2166666.75,1,48,6,2,0,181.726575695397
4647783,1,3,1,26,1,4250000,1,48,6,5,0,181.726575695397
4647784,1,1,1,37,4,1e+06,1,40,4,1,1,164.816128965495
4647784,1,2,0,36,1,1008211,1,56,4,4,0,164.816128965495
4647785,1,1,0,51,4,1e+07,1,48,6,1,0,240.197280583667
4647787,1,1,1,67,1,6e+05,1,48,4,2,1,322.789032037561
4647787,1,2,0,52,3,250000,1,32,3,1,1,322.789032037561
4647787,1,4,0,29,1,960000,1,48,5,5,0,322.789032037561
4647787,1,5,1,43,1,1555833.375,1,58,5,5,0,322.789032037561
4647788,1,2,0,43,1,23333334,1,50,6,5,0,191.674099533806
4647789,1,1,1,63,4,1e+06,1,40,6,1,1,303.283095381697
4647789,1,2,0,34,1,3575000,1,45,6,5,0,303.283095381697
4647789,1,3,1,35,4,1600000,1,50,6,5,0,303.283095381697
4647791,1,1,1,50,4,9e+05,1,55,3,1,1,215.604282071926
4647791,1,2,0,50,4,2e+05,1,24,4,1,1,215.604282071926
4647792,1,2,1,37,1,869453,1,48,5,4,0,204.75158176514
4647792,1,3,1,33,1,869453,1,48,5,3,0,204.75158176514
4647793,1,2,0,55,4,5e+05,1,55,6,1,1,159.84581767367
4647793,2,1,0,35,1,869453,1,48,5,5,0,159.84581767367
4647794,1,3,1,43,4,750000,1,48,4,1,1,232.606130887381
4647795,1,2,0,39,4,6e+05,1,50,4,1,1,190.500193042939
4647798,1,1,0,34,1,1020929.4375,1,48,5,5,0,202.336615343028
4647799,1,5,0,23,1,869453,1,48,5,5,0,233.511307355759
4647800,1,2,0,50,1,898619.6875,1,48,5,5,0,180.431608676127
4647800,1,4,1,26,1,1169377.625,1,48,5,5,0,180.431608676127
4647800,1,5,0,20,3,8e+05,1,48,3,2,1,180.431608676127
4647801,1,2,0,54,1,960929.4375,1,48,3,4,0,216.184257120383
4647802,1,1,1,38,4,6e+05,1,50,4,1,1,190.500193042939
4647803,1,1,0,39,4,8e+05,1,48,5,2,1,226.846772929605
4647804,1,2,0,35,1,7e+05,1,40,5,2,1,288.948865734333
4647805,1,1,1,28,1,1080929.375,1,48,4,4,0,281.899471483264
4647805,1,2,0,27,1,869453,1,48,6,5,0,281.899471483264
4647806,1,1,1,43,1,930929.4375,1,48,5,4,0,216.184257120383
4647806,1,2,0,37,1,930929.4375,1,48,5,5,0,216.184257120383
4647807,1,1,0,56,3,931119.6875,1,48,3,1,0,231.891138916568
4647807,1,2,1,53,4,1500000,1,48,5,1,1,231.891138916568
4647807,1,3,1,31,4,7e+05,1,30,5,1,1,231.891138916568
4647808,1,1,0,38,1,3683333.25,1,40,6,5,0,226.846772929605
4647811,1,1,1,26,1,7e+05,1,77,5,2,1,225.361621412771
4647813,1,1,0,31,4,780000,1,40,4,1,1,226.846772929605
4647814,1,2,1,25,1,1021544.3125,1,48,5,5,0,200.851463826193
4647815,1,1,1,40,1,842718.4375,1,48,5,2,0,225.361621412771
4647816,1,1,1,30,1,4333333.5,1,40,6,5,0,225.361621412771
4647817,1,1,1,42,1,1500000,1,48,4,4,0,216.184257120383
4647818,1,1,0,39,1,996000,1,48,5,4,1,273.53323151498
4647819,1,1,1,55,1,869453,1,48,4,4,0,206.547978307942
4647819,1,2,0,47,1,931953,1,48,3,4,0,206.547978307942
4647819,1,4,1,19,1,902787.3125,1,48,5,4,0,206.547978307942
4647820,1,1,1,38,1,1140000,1,48,4,5,0,255.530073877857
4647820,1,2,0,41,1,869453,1,48,5,5,0,255.530073877857
4647821,1,1,1,42,1,2166666.75,1,48,6,5,0,288.637620708365
4647821,1,2,0,40,1,6291666.5,1,45,6,5,0,288.637620708365
4647822,1,1,1,29,1,1137718.375,1,48,5,5,0,297.31785087746
4647822,1,2,0,21,3,789166.6875,1,30,4,1,1,297.31785087746
4647823,1,1,0,55,1,930929.4375,1,48,3,5,0,253.216170535012
4647824,1,1,0,50,4,1e+06,1,25,5,1,0,255.530073877857
4647824,1,2,0,41,4,4500000,1,40,6,5,0,255.530073877857
4647824,1,3,1,40,2,5168333.5,1,48,6,5,0,255.530073877857
4647825,1,1,1,36,1,1348211,1,78,5,3,0,288.637620708365
4647826,1,1,1,61,4,3e+06,1,40,6,5,0,215.414097574362
4647827,1,1,1,34,1,1031453,1,50,5,5,0,277.975104899143
4647827,1,2,0,33,1,950211,1,48,5,5,0,277.975104899143
4647827,2,1,1,37,1,1094211,1,48,5,4,0,277.975104899143
4647828,1,2,0,46,3,936666.6875,1,48,3,1,0,167.878933918041
4647829,1,1,0,50,4,750000,1,72,6,2,1,177.82645775645
4647829,1,2,0,23,1,936119.6875,1,48,6,2,0,177.82645775645
4647829,1,3,0,21,1,869453,1,48,6,4,0,177.82645775645
4647830,1,2,0,52,3,960929.4375,1,48,3,1,1,215.72534260033
4647831,1,2,1,38,4,8e+05,1,50,5,1,1,262.059591381654
4647831,1,3,0,35,1,750000,1,40,5,2,0,262.059591381654
4647831,1,4,0,30,1,956786.3125,1,48,5,5,0,262.059591381654
4647831,1,5,1,28,1,923619.6875,1,48,5,5,0,262.059591381654
4647832,1,1,1,54,4,1e+06,1,40,3,1,1,229.451923849282
4647832,1,3,1,26,4,2500000,1,70,5,1,0,229.451923849282
4647833,1,2,0,32,4,1e+06,1,48,5,1,0,215.010350629517
4647834,1,1,1,40,1,1231544.375,1,48,6,3,0,215.604282071926
4647834,1,2,0,41,2,1273211,1,48,6,5,0,215.604282071926
4647835,1,1,1,61,4,9e+05,1,53,3,5,1,224.913918111828
4647835,1,2,0,53,4,6e+05,1,53,3,5,1,224.913918111828
4647835,1,3,0,25,1,1002786.3125,1,34,6,5,0,224.913918111828
4647837,1,1,1,59,4,1e+06,1,60,3,2,0,197.059368989587
4647837,1,2,0,54,3,291666.65625,1,20,3,1,1,197.059368989587
4647837,1,3,1,36,1,1154877.625,1,50,5,4,0,197.059368989587
4647837,1,4,0,25,1,1338211,1,45,6,5,0,197.059368989587
4647838,1,1,1,23,4,1100000,1,54,4,1,0,258.20043822079
4647840,1,1,1,33,4,2e+06,1,30,6,1,0,215.604282071926
4647841,1,1,1,41,1,2500000,1,48,6,4,0,225.361621412771
4647842,1,1,0,36,1,979119.6875,1,48,6,2,0,262.870715705758
4647842,1,4,1,26,1,1485666.625,1,63,5,4,0,262.870715705758
4647842,1,5,1,22,1,1e+06,1,63,4,4,0,262.870715705758
4647843,1,1,0,37,4,8e+05,1,48,3,1,1,202.336615343028
4647843,1,2,0,21,4,650000,1,48,4,1,1,202.336615343028
4647844,1,1,1,35,1,5e+05,1,55,3,3,1,225.361621412771
4647845,1,1,1,48,4,1400000,1,84,6,5,0,189.326286552073
4647847,1,1,1,31,4,7e+05,1,40,6,1,1,214.699105603549
4647847,1,2,1,29,1,1202377.625,1,48,5,5,0,214.699105603549
4647848,1,3,1,23,1,1650000,1,50,6,5,0,238.940533167637
4647849,1,1,0,44,1,2600000,1,48,6,5,0,215.010350629517
4647849,1,2,1,46,1,9e+05,1,42,4,2,1,215.010350629517
4647849,1,3,1,22,1,9e+05,1,48,6,5,0,215.010350629517
4647850,1,1,1,24,4,850000,1,72,5,1,1,307.386435244272
4647851,1,2,0,31,1,1091666.625,1,48,5,4,0,292.561987292486
4647852,1,1,1,29,1,957786.3125,1,48,5,5,0,240.114439658504
4647854,1,4,1,26,1,869453,1,70,4,3,1,281.899471483264
4647857,1,1,0,28,1,1381544.375,1,48,6,5,0,250.776955467726
4647858,1,1,1,27,1,869453,1,48,5,5,0,249.374644876055
4647859,1,1,1,33,4,7e+05,1,36,5,1,1,240.197280583667
4650745,1,2,1,31,1,781242,1,48,3,5,0,240.197280583667
4650747,1,1,1,58,1,3e+06,1,48,4,4,0,206.547978307942
4650747,1,3,0,25,1,2166666.75,1,48,6,4,0,206.547978307942
4650748,1,1,0,27,4,2900000,1,70,6,5,0,216.184257120383
4650748,1,2,1,28,4,2400000,1,70,6,5,0,216.184257120383
4650749,1,1,1,78,4,8e+05,1,40,4,1,1,226.076613383584
4650750,1,1,1,51,1,1104877.625,1,40,5,5,0,267.623834115889
4650750,1,4,0,25,1,1390044.375,1,60,5,5,0,267.623834115889
4650750,1,7,1,23,1,1084877.625,1,40,5,5,0,267.623834115889
4650751,1,1,1,34,1,4091666.75,1,48,6,5,0,240.197280583667
4650751,1,2,0,33,4,8e+05,1,21,6,1,1,240.197280583667
4655140,1,1,0,43,1,1562500,1,48,6,5,0,191.674099533806
4655140,1,2,1,42,1,1250000,1,48,5,4,0,191.674099533806
4655141,1,1,1,41,1,1251666.625,1,72,4,5,0,240.197280583667
4655141,1,2,0,41,1,1219000,1,48,5,5,0,240.197280583667
4655142,1,1,1,49,1,1017211,1,48,4,4,0,189.326286552073
4655142,1,2,0,43,1,931453,1,48,3,5,0,189.326286552073
4655143,1,3,0,39,1,3900000,1,48,5,5,0,242.105951424847
4655143,1,4,0,30,1,1873800,1,48,6,5,0,242.105951424847
4655143,1,5,0,65,1,5e+05,1,24,3,4,0,242.105951424847
4655145,1,1,1,19,1,1200000,1,44,5,3,1,234.850230731126
4655146,1,1,1,40,1,1e+06,1,50,5,2,0,228.871948800825
4655147,1,1,1,48,1,1019000,1,48,3,5,0,215.010350629517
4655147,1,2,0,42,1,960953,1,48,5,5,0,215.010350629517
4655148,1,1,1,53,1,1745103.5,1,52,5,2,1,225.361621412771
4655149,1,1,0,50,1,1231000,1,54,5,5,0,196.47939394113
4655149,1,2,1,57,4,1e+06,1,90,5,1,1,196.47939394113
4655149,1,4,0,26,1,918000,1,48,6,4,0,196.47939394113
4655149,1,5,1,35,1,1122666.625,1,48,5,5,0,196.47939394113
4655150,1,1,0,40,1,781242,1,48,6,4,0,238.940533167637
4655152,1,1,0,39,1,1091544.375,1,48,4,5,0,214.573556108972
4655153,1,1,1,28,4,8e+05,1,40,6,1,1,275.724089236527
4655153,2,1,1,25,1,9e+05,1,48,5,3,1,275.724089236527
4655153,2,2,0,22,4,8e+05,1,48,5,4,1,275.724089236527
4655153,3,1,1,23,1,1288211,1,48,5,4,0,275.724089236527
4655155,1,1,1,27,1,927786.3125,1,48,5,5,0,286.883739169042
4655155,1,6,0,18,1,898453,1,48,5,5,0,286.883739169042
4655156,1,2,1,23,1,7e+05,1,48,6,2,1,227.532106457568
4655156,1,3,0,22,1,1029045.3125,1,48,5,4,0,227.532106457568
4655160,1,1,1,38,5,1e+06,1,50,5,3,1,190.188948016971
4655160,1,2,1,28,5,8e+05,1,50,5,3,1,190.188948016971
4655161,1,1,0,57,4,6e+05,1,24,3,1,1,304.655747530518
4655161,1,3,0,27,1,1064877.625,1,48,6,3,0,304.655747530518
4655161,1,4,1,26,1,888212,1,48,5,4,0,304.655747530518
4655164,1,2,1,22,1,10180000,1,48,5,4,0,215.010350629517
4655164,1,3,1,25,1,1013000,1,48,3,4,0,215.010350629517
4655165,1,2,0,48,3,550000,1,24,3,1,1,231.359199030609
4655167,1,1,1,53,1,930929.4375,1,72,5,4,0,205.521741311161
4655167,1,2,0,52,1,930929.4375,1,48,5,5,0,205.521741311161
4655168,1,1,1,44,5,3e+05,1,50,4,2,1,204.659079846263
4655168,1,2,0,42,1,904877.6875,1,48,5,4,0,204.659079846263
4655168,1,3,0,25,1,550000,1,25,5,4,1,204.659079846263
4655168,1,4,1,21,1,30000,1,5,5,2,1,204.659079846263
4655169,1,1,1,37,1,1e+06,1,66,3,4,0,256.122068969071
4655169,1,2,0,29,1,960929.4375,1,40,5,5,0,256.122068969071
4655170,1,1,1,30,1,750000,1,48,3,4,0,205.521741311161
4655171,1,1,1,27,1,1285711,1,48,3,4,0,313.230619220106
4655172,1,1,0,54,4,4e+05,1,30,5,1,1,293.727950911431
4655173,1,1,0,48,1,720000,1,60,3,2,1,261.696809214892
4655174,1,1,0,32,4,5e+05,1,72,3,1,1,299.300136517587
4655175,1,1,1,34,1,1200000,1,84,4,2,1,264.127463121788
4655175,1,2,0,32,4,1e+05,1,5,5,1,1,264.127463121788
4655177,1,1,0,55,3,781242,1,48,4,1,0,242.55365472579
4655177,1,2,1,33,4,750000,1,48,5,1,1,242.55365472579
4655178,1,3,1,25,1,1954877.625,1,54,6,5,0,205.062826791108
4655178,1,4,1,22,1,1203314.5,1,41,5,5,0,205.062826791108
4655179,1,1,1,30,1,1150000,1,48,6,5,0,240.114439658504
4655179,1,2,0,30,1,1625000,1,50,6,5,0,240.114439658504
4655181,1,1,1,57,4,8e+05,1,60,3,1,1,218.758489110026
4655182,1,4,1,62,5,1e+06,1,48,3,2,1,245.511376874768
4655183,1,1,1,51,1,869453,1,48,3,4,0,256.132566480657
4655183,1,2,0,56,1,869453,1,48,4,5,0,256.132566480657
4655183,1,5,1,23,1,869453,1,48,5,5,0,256.132566480657
4655185,1,1,1,54,4,850000,1,48,4,1,1,232.202383942536
4655185,1,2,0,53,1,870825.3125,1,48,6,4,0,232.202383942536
4655187,1,1,0,27,1,1091666.625,1,48,5,4,0,219.223190731905
4655187,1,2,1,33,1,1704877.625,1,60,5,5,0,219.223190731905
4655187,1,3,1,33,1,1433333.375,1,48,5,5,0,219.223190731905
4655188,1,1,1,35,2,4516667,1,42,6,5,0,263.533531679378
4655189,1,1,1,34,1,6200000,1,48,6,5,0,191.674099533806
4655189,1,2,0,32,1,807908.6875,1,56,6,3,0,191.674099533806
4655190,1,3,0,50,4,8e+05,1,66,3,2,1,192.389091504619
4655191,1,1,1,36,1,9e+05,1,60,5,2,1,287.463714217499
4655191,1,2,0,34,1,921000,1,48,5,2,0,287.463714217499
4655193,1,1,1,23,5,4e+06,1,66,6,2,1,234.850230731126
4655194,1,1,1,26,1,5516666.5,1,48,6,5,0,225.361621412771
4655196,1,1,1,35,5,3e+06,1,48,6,2,0,262.870715705758
4655196,1,2,0,35,4,3e+06,1,60,6,2,0,262.870715705758
4655198,1,1,0,29,1,5359501.5,1,40,6,5,0,266.192589687079
4655198,1,3,0,49,3,450000,1,20,5,1,1,266.192589687079
4655199,1,1,1,68,5,6e+06,1,48,6,2,0,243.268646696603
4655200,1,1,0,60,1,720000,1,54,5,2,1,287.60023716105
4655200,1,2,0,57,3,160000,1,7,5,1,1,287.60023716105
4655200,1,3,0,57,3,160000,1,10,5,1,1,287.60023716105
4655202,1,1,1,58,1,1225000,1,60,6,5,0,224.913918111828
4655202,1,3,0,33,2,4333333.5,1,48,6,5,0,224.913918111828
4655204,1,1,1,59,4,1300000,1,60,5,2,1,195.88546249872
4655204,1,2,0,54,1,988211,1,60,5,2,1,195.88546249872
4655205,1,1,1,61,1,4666666.5,1,65,6,5,0,226.076613383584
4655206,1,2,0,45,3,379966.65625,1,16,4,1,1,189.920217994483
4655208,1,1,1,62,4,7e+06,1,30,6,1,0,226.076613383584
4655210,1,1,1,52,4,2e+06,1,48,6,1,0,207.006892827995
4655210,1,3,0,28,2,3266666.75,1,40,6,5,0,207.006892827995
4655211,1,1,1,23,1,1200000,1,48,6,3,0,210.340073144549
4655211,1,2,0,22,1,1288211,1,48,6,5,0,210.340073144549
4655214,1,1,1,40,4,5200000,1,26,6,5,0,240.114439658504
4655214,1,2,0,28,1,2925000,1,60,6,5,0,240.114439658504
4655215,1,1,1,33,1,3633333.25,1,48,6,4,0,240.114439658504
4655215,1,2,0,33,1,7800000,1,48,6,4,0,240.114439658504
4655216,1,1,1,30,1,1154500,1,48,3,5,0,240.114439658504
4655216,1,2,0,29,3,120000,1,8,4,1,1,240.114439658504
4655217,1,1,1,58,4,8e+05,1,56,4,1,1,207.721884798809
4655217,1,2,0,54,4,160000,1,6,3,1,1,207.721884798809
4655217,1,3,0,37,1,1e+06,1,60,4,2,1,207.721884798809
4655218,1,1,1,49,1,2e+06,1,48,6,3,0,215.604282071926
4655219,1,1,1,39,4,2e+06,1,40,6,4,0,167.163941947228
4655219,1,2,0,45,1,4333333.5,1,45,6,5,0,167.163941947228
4655220,1,1,1,58,4,3500000,1,30,5,5,0,226.076613383584
4655221,1,1,1,66,1,2.5e+07,1,48,6,4,0,243.268646696603
4655221,1,2,0,59,5,1e+06,1,60,6,2,1,243.268646696603
4655222,1,2,0,63,4,1e+05,1,66,4,1,1,213.077495811739
4655222,1,3,1,44,1,1500000,1,96,5,2,0,213.077495811739
4655222,1,4,0,25,1,850000,1,48,6,5,0,213.077495811739
4655222,1,5,0,39,1,8e+05,1,48,5,5,0,213.077495811739
4655223,1,1,0,65,4,4e+05,1,53,3,1,1,252.719036411718
4655223,1,2,0,19,4,150000,1,55,5,1,1,252.719036411718
4655224,1,1,1,47,4,240000,1,15,5,1,1,225.361621412771
4655225,1,1,1,50,1,1600000,1,44,6,5,0,225.361621412771
4655226,1,3,1,27,1,8e+05,1,48,6,5,0,205.656758233518
4655227,1,1,1,33,4,5e+05,1,40,4,2,1,288.720461633529
4655227,1,2,0,27,4,350000,1,40,4,2,1,288.720461633529
4655228,1,1,1,60,1,9e+05,1,72,4,2,1,242.094740205737
4655228,1,2,0,56,1,8e+05,1,42,4,2,1,242.094740205737
4655229,1,2,0,68,3,1200000,1,50,3,1,1,222.254860104127
4655229,1,3,1,47,1,9e+05,1,55,5,4,0,222.254860104127
4655229,1,4,0,46,3,673333.3125,1,48,4,1,1,222.254860104127
4655230,1,1,1,67,5,5e+06,1,48,6,2,0,232.606130887381
4655230,1,3,1,30,4,4e+06,1,48,6,1,0,232.606130887381
4655232,1,1,0,44,4,480000,1,48,5,1,1,216.184257120383
4655232,1,2,1,43,4,1100000,1,48,5,1,1,216.184257120383
4655233,1,1,1,27,4,1500000,1,20,6,2,0,224.187714921904
4655233,1,2,1,24,1,1625000,1,45,6,5,0,224.187714921904
4655234,1,3,1,32,4,4300000,1,60,6,5,0,271.951947644855
4655234,1,4,0,35,1,1500000,1,48,6,5,0,271.951947644855
4655236,1,1,1,27,1,1366666.625,1,48,6,5,0,337.160801758227
4655236,1,2,0,26,1,1498666.625,1,48,6,4,0,337.160801758227
4655238,1,2,0,49,4,8e+05,1,30,5,1,1,208.866132846825
4655238,1,3,1,25,2,1658333.375,1,72,5,5,0,208.866132846825
4655239,1,2,1,50,5,1e+06,1,48,5,2,1,215.414097574362
4655241,1,1,0,53,1,948211,1,48,5,4,0,190.500193042939
4655241,1,3,0,20,1,990000,1,48,5,5,0,190.500193042939
4655242,1,1,1,29,1,9e+05,1,48,4,2,1,215.010350629517
4655242,1,2,0,31,4,1300000,1,48,4,1,1,215.010350629517
4655243,1,1,1,34,1,10153000,1,48,6,5,0,214.699105603549
4655243,1,2,1,30,1,4208333.5,1,60,6,5,0,214.699105603549
4655244,1,1,1,39,1,16250000,1,40,6,5,0,214.699105603549
4655244,1,2,1,36,4,7e+06,1,40,6,5,0,214.699105603549
4655245,1,1,0,57,2,8e+06,1,48,6,5,0,217.584582619159
4655245,1,2,1,63,4,1.6e+07,1,48,6,1,0,217.584582619159
4655246,1,1,1,48,1,10500000,1,40,6,5,0,216.184257120383
4655247,1,1,0,32,1,7291666.5,1,48,6,3,0,226.846772929605
4655250,1,1,0,45,4,2800000,1,56,6,1,1,217.669408637217
4655250,1,2,0,33,1,2e+06,1,56,6,4,1,217.669408637217
4655251,1,1,0,31,4,480000,1,48,3,1,1,273.616072440143
4655252,1,1,0,55,1,931953,1,48,4,5,0,226.358199966702
4655252,1,2,0,21,3,140000,1,16,6,1,1,226.358199966702
4655252,1,4,1,21,1,781242,1,48,6,5,1,226.358199966702
4655253,1,1,0,35,4,7280000,1,48,6,5,0,240.114439658504
4655254,1,1,1,58,1,7791666.5,1,60,6,5,0,192.389091504619
4655254,1,2,0,36,1,5e+06,1,48,6,5,0,192.389091504619
4655255,1,1,1,46,1,1026666.6875,1,45,6,3,1,225.361621412771
4655258,1,1,1,51,1,1600000,1,45,5,5,0,205.521741311161
4655258,1,2,0,49,2,2196877.5,1,40,5,5,0,205.521741311161
4655259,1,1,1,44,1,1128211,1,60,3,4,0,215.604282071926
4655259,1,2,0,28,1,1208211,1,60,4,2,0,215.604282071926
4655260,1,1,1,56,1,954733,1,48,3,5,0,272.263192670823
4655260,1,2,0,55,1,540000,1,20,4,2,1,272.263192670823
4655260,1,3,0,36,1,929453,1,44,4,3,0,272.263192670823
4655262,1,1,1,27,1,1200000,1,48,5,5,0,216.184257120383
4655262,1,2,0,28,1,1200000,1,48,5,2,1,216.184257120383
4655263,1,1,0,44,1,2197666.75,1,48,6,5,0,250.776955467726
4655264,1,1,0,25,1,1093211,1,48,5,5,0,250.776955467726
4655265,1,1,1,65,2,5441666.5,1,48,6,5,0,216.31927404274
4655266,1,2,1,42,4,7e+05,1,60,3,2,1,194.400310981886
4655266,1,3,1,37,4,1500000,1,72,5,2,1,194.400310981886
4655266,1,5,1,22,4,1e+06,1,48,3,4,1,194.400310981886
4655267,1,1,0,53,5,7e+05,1,42,3,2,1,229.451923849282
4655267,1,3,1,31,4,3e+05,1,54,3,1,1,229.451923849282
4655268,1,1,1,30,4,8e+05,1,54,5,1,1,205.521741311161
4655268,1,2,1,29,4,1e+06,1,40,5,1,1,205.521741311161
4655271,1,1,1,31,1,9e+05,1,48,5,3,1,218.78940804006
4655271,1,2,0,30,1,781242,1,48,5,3,1,218.78940804006
4655271,1,4,1,28,1,6e+05,1,48,5,3,1,218.78940804006
4655271,1,5,1,26,1,1140000,1,48,5,5,0,218.78940804006
4655272,1,1,1,35,1,1038211,1,48,5,5,0,225.361621412771
4655273,1,1,1,27,1,1005000,1,48,5,5,0,264.707438170245
4655274,1,1,1,24,1,533333.3125,1,18,5,2,1,257.689347703544
4655276,1,1,1,31,1,1279877.625,1,48,5,5,0,313.230619220106
4655277,1,1,1,28,1,1438333.375,1,48,5,5,0,238.62928814167
4655277,1,3,1,30,4,8e+05,1,48,5,1,1,238.62928814167
4655278,1,2,0,23,1,869453,1,60,4,2,1,202.336615343028
4655279,1,2,1,48,4,2500000,1,45,4,1,1,233.376290433402
4655279,1,3,0,49,4,250000,1,32,4,1,1,233.376290433402
4655280,1,1,1,37,1,1600000,1,48,5,2,0,313.230619220106
4655280,1,2,0,34,5,8e+05,1,70,3,2,1,313.230619220106
4655282,1,1,1,55,1,1625000,1,50,5,4,0,214.551436109464
4655284,1,1,1,50,4,780000,1,40,6,5,0,205.521741311161
4655284,1,3,1,25,1,869453,1,48,6,5,0,205.521741311161
4655285,1,1,1,24,1,789166.6875,1,48,5,2,1,234.850230731126
4655286,1,1,1,53,5,8e+05,1,40,3,2,1,224.187714921904
4655286,1,2,1,22,1,2e+05,1,24,5,2,1,224.187714921904
4655287,2,1,0,56,4,350000,1,40,6,1,1,261.230839555643
4655287,3,1,0,38,2,1800000,1,54,6,5,0,261.230839555643
4655288,1,1,1,30,4,1680000,1,48,6,2,1,225.361621412771
4655289,1,1,1,47,1,7e+06,1,48,6,5,0,167.163941947228
4655289,1,3,0,18,1,1288211,1,48,6,5,0,167.163941947228
4655290,1,1,0,59,3,360000,1,16,4,1,1,241.379748234923
4655291,1,1,0,40,1,958619.6875,1,48,3,5,0,225.672866438739
4655292,1,1,1,33,4,3e+06,1,110,4,1,1,409.697006271372
4655292,1,6,0,26,4,8e+05,1,30,4,1,1,409.697006271372
4655293,1,1,1,44,5,1500000,1,48,5,2,1,167.163941947228
4655293,1,2,0,42,1,40000,1,5,5,2,1,167.163941947228
4655294,1,1,1,29,1,1268500,1,69,5,3,0,240.114439658504
4655295,1,1,0,51,1,1050000,1,49,5,2,1,213.339310015357
4655295,1,2,1,54,1,8e+05,1,48,5,2,1,213.339310015357
4655295,1,4,1,22,1,781242,1,48,5,2,1,213.339310015357
4655295,1,5,0,22,1,720000,1,63,6,2,1,213.339310015357
4655295,1,7,1,23,1,781242,1,48,6,2,1,213.339310015357
4655296,1,1,1,56,1,781242,1,48,3,2,0,243.268646696603
4655297,1,1,1,52,4,8e+05,1,50,4,1,1,263.533531679378
4655297,1,2,0,38,4,6e+05,1,48,4,1,1,263.533531679378
4655298,1,2,0,42,5,5e+05,1,54,5,2,1,190.500193042939
4655298,1,3,1,21,4,4e+05,1,8,6,1,1,190.500193042939
4655299,1,3,1,35,1,9e+05,1,75,6,2,1,222.658607048972
4655300,1,1,0,54,4,8e+05,1,60,3,1,0,226.846772929605
4655301,1,1,0,59,4,5e+05,1,50,6,1,0,270.408203848031
4655302,1,2,0,43,4,1e+05,1,60,3,1,1,239.655525138451
4655303,1,1,0,24,2,1408333.375,1,48,6,5,0,249.374644876055
4655303,1,2,1,28,1,1300000,1,48,6,2,1,249.374644876055
4655304,1,1,1,63,4,1200000,1,60,6,2,0,240.92083371487
4655307,1,1,1,55,4,9e+05,1,50,3,5,0,238.564459572748
4655308,1,2,0,27,3,4e+05,1,14,4,1,1,313.230619220106
4655309,1,1,1,26,1,2708333.25,1,48,6,5,0,216.184257120383
4655309,1,2,0,31,1,1308211,1,40,6,5,0,216.184257120383
